"Ngày","Lần cuối","Mở","Cao","Thấp","KL","% Thay đổi"
"19/09/2024","1,307.15","1,304.38","1,307.65","1,300.97","360.98K","0.54%"
"18/09/2024","1,300.16","1,295.77","1,306.41","1,292.94","444.45K","0.49%"
"17/09/2024","1,293.78","1,273.53","1,293.78","1,272.51","339.08K","1.68%"
"16/09/2024","1,272.45","1,284.50","1,290.20","1,272.45","324.12K","-1.01%"
"13/09/2024","1,285.49","1,287.49","1,288.27","1,282.80","281.38K","-0.10%"
"12/09/2024","1,286.78","1,290.14","1,292.49","1,285.75","285.80K","0.19%"
"11/09/2024","1,284.29","1,283.97","1,288.88","1,276.24","394.19K","-0.13%"
"10/09/2024","1,285.92","1,301.11","1,303.16","1,282.47","447.55K","-0.96%"
"09/09/2024","1,298.41","1,300.60","1,301.02","1,293.76","331.27K","-0.52%"
"06/09/2024","1,305.19","1,299.78","1,305.41","1,293.90","384.22K","0.37%"
"05/09/2024","1,300.33","1,310.59","1,314.47","1,296.35","442.35K","-0.71%"
"04/09/2024","1,309.65","1,310.40","1,312.42","1,302.80","445.14K","-0.90%"
"30/08/2024","1,321.49","1,318.80","1,322.89","1,318.21","386.91K","0.33%"
"29/08/2024","1,317.19","1,316.67","1,323.59","1,315.84","448.51K","0.04%"
"28/08/2024","1,316.71","1,318.96","1,320.39","1,311.30","524.53K","0.09%"
"27/08/2024","1,315.47","1,313.27","1,318.73","1,309.37","449.92K","0.08%"
"26/08/2024","1,314.46","1,321.44","1,325.08","1,312.56","534.30K","-0.34%"
"23/08/2024","1,318.92","1,317.96","1,321.13","1,308.24","471.45K","0.15%"
"22/08/2024","1,316.99","1,319.34","1,320.13","1,313.55","448.91K","0.02%"
"21/08/2024","1,316.71","1,304.47","1,316.71","1,301.00","550.61K","0.82%"
"20/08/2024","1,306.01","1,299.15","1,309.82","1,297.25","575.14K","0.68%"
"19/08/2024","1,297.19","1,293.80","1,299.63","1,291.76","446.65K","0.77%"
"16/08/2024","1,287.32","1,256.51","1,287.32","1,256.51","693.04K","2.63%"
"15/08/2024","1,254.39","1,259.21","1,261.23","1,250.52","314.97K","-0.41%"
"14/08/2024","1,259.57","1,265.55","1,266.04","1,257.38","317.96K","-0.07%"
"13/08/2024","1,260.49","1,262.31","1,265.02","1,253.92","348.45K","-0.23%"
"12/08/2024","1,263.44","1,256.74","1,263.88","1,251.39","356.49K","0.68%"
"09/08/2024","1,254.85","1,241.84","1,255.51","1,238.83","402.20K","1.71%"
"08/08/2024","1,233.75","1,237.11","1,246.46","1,227.83","478.59K","-0.76%"
"07/08/2024","1,243.16","1,246.54","1,246.54","1,232.79","374.17K","0.19%"
"06/08/2024","1,240.81","1,228.49","1,243.50","1,216.03","437.34K","2.00%"
"05/08/2024","1,216.52","1,251.12","1,254.35","1,211.96","710.61K","-4.20%"
"02/08/2024","1,269.83","1,255.53","1,269.83","1,240.59","475.21K","0.81%"
"01/08/2024","1,259.57","1,288.99","1,293.32","1,253.52","599.69K","-2.28%"
"31/07/2024","1,288.99","1,284.23","1,292.36","1,282.17","467.84K","0.53%"
"30/07/2024","1,282.20","1,284.14","1,285.49","1,273.46","377.04K","-0.15%"
"29/07/2024","1,284.12","1,285.36","1,289.93","1,282.22","303.70K","0.31%"
"26/07/2024","1,280.12","1,273.23","1,280.12","1,269.89","291.66K","0.69%"
"25/07/2024","1,271.39","1,270.49","1,274.62","1,263.79","294.79K","-0.60%"
"24/07/2024","1,279.08","1,268.07","1,282.78","1,255.95","476.14K","0.45%"
"23/07/2024","1,273.34","1,298.02","1,301.95","1,271.70","486.93K","-1.72%"
"22/07/2024","1,295.61","1,300.31","1,305.86","1,283.34","582.17K","-0.64%"
"19/07/2024","1,303.92","1,310.27","1,317.11","1,298.53","564.30K","-0.48%"
"18/07/2024","1,310.27","1,307.09","1,310.27","1,290.95","460.28K","0.30%"
"17/07/2024","1,306.32","1,318.94","1,327.00","1,290.67","842.75K","-0.54%"
"16/07/2024","1,313.44","1,311.24","1,321.93","1,309.80","426.83K","0.20%"
"15/07/2024","1,310.82","1,314.12","1,319.42","1,306.40","315.87K","-0.24%"
"12/07/2024","1,313.96","1,317.56","1,323.81","1,309.69","373.84K","-0.35%"
"11/07/2024","1,318.61","1,326.09","1,329.82","1,318.61","458.65K","-0.22%"
"10/07/2024","1,321.46","1,332.93","1,334.65","1,321.46","466.57K","-0.77%"
"09/07/2024","1,331.68","1,324.07","1,331.68","1,319.48","541.44K","0.62%"
"08/07/2024","1,323.54","1,326.06","1,327.17","1,317.56","473.82K","0.01%"
"05/07/2024","1,323.39","1,319.42","1,323.65","1,314.76","402.93K","0.39%"
"04/07/2024","1,318.22","1,316.09","1,319.94","1,310.39","342.71K","0.42%"
"03/07/2024","1,312.67","1,303.96","1,315.37","1,303.96","358.76K","0.68%"
"02/07/2024","1,303.85","1,293.87","1,306.79","1,291.84","345.82K","1.09%"
"01/07/2024","1,289.78","1,282.90","1,289.78","1,275.79","299.72K","0.51%"
"28/06/2024","1,283.25","1,296.92","1,297.73","1,275.80","465.88K","-1.01%"
"27/06/2024","1,296.31","1,296.30","1,297.51","1,288.58","328.31K","-0.16%"
"26/06/2024","1,298.43","1,297.32","1,300.52","1,282.75","412.36K","0.21%"
"25/06/2024","1,295.68","1,294.04","1,298.24","1,288.03","384.49K","0.16%"
"24/06/2024","1,293.56","1,323.35","1,326.52","1,290.08","777.51K","-2.37%"
"21/06/2024","1,324.91","1,327.59","1,329.15","1,320.93","503.20K","-0.02%"
"20/06/2024","1,325.15","1,322.46","1,328.81","1,314.97","602.78K","0.37%"
"19/06/2024","1,320.28","1,321.42","1,325.09","1,308.58","570.04K","0.17%"
"18/06/2024","1,318.00","1,321.12","1,326.50","1,316.92","457.67K","0.14%"
"17/06/2024","1,316.14","1,323.20","1,324.43","1,311.44","571.57K","-0.42%"
"14/06/2024","1,321.73","1,344.70","1,346.50","1,321.73","727.42K","-1.51%"
"13/06/2024","1,341.97","1,339.43","1,345.85","1,336.85","633.32K","0.22%"
"12/06/2024","1,339.02","1,318.87","1,339.02","1,316.11","566.08K","1.59%"
"11/06/2024","1,318.06","1,327.41","1,329.25","1,311.55","596.08K","-0.35%"
"10/06/2024","1,322.69","1,324.97","1,329.04","1,318.19","509.88K","0.26%"
"07/06/2024","1,319.20","1,315.10","1,325.36","1,313.53","387.33K","0.40%"
"06/06/2024","1,313.94","1,317.55","1,321.25","1,307.84","554.53K","0.08%"
"05/06/2024","1,312.87","1,316.50","1,325.67","1,312.87","570.87K","-0.20%"
"04/06/2024","1,315.51","1,320.57","1,322.36","1,313.54","561.71K","0.13%"
"03/06/2024","1,313.74","1,302.98","1,316.65","1,302.49","664.24K","1.61%"
"31/05/2024","1,292.90","1,296.75","1,300.01","1,290.99","398.92K","-0.14%"
"30/05/2024","1,294.72","1,293.24","1,295.93","1,276.79","657.36K","-0.31%"
"29/05/2024","1,298.75","1,312.14","1,313.12","1,297.42","670.11K","-0.80%"
"28/05/2024","1,309.27","1,298.89","1,309.27","1,295.55","527.85K","1.32%"
"27/05/2024","1,292.17","1,291.03","1,293.28","1,281.12","435.76K","0.27%"
"24/05/2024","1,288.74","1,312.24","1,316.33","1,275.72","911.62K","-1.83%"
"23/05/2024","1,312.80","1,298.38","1,312.80","1,290.85","595.83K","1.02%"
"22/05/2024","1,299.49","1,313.40","1,316.74","1,295.64","708.07K","-0.96%"
"21/05/2024","1,312.13","1,312.99","1,315.40","1,300.35","580.04K","-0.11%"
"20/05/2024","1,313.54","1,320.23","1,323.78","1,313.54","707.02K","0.20%"
"17/05/2024","1,310.87","1,305.96","1,310.87","1,301.68","621.20K","0.53%"
"16/05/2024","1,303.92","1,296.96","1,306.43","1,293.03","609.55K","1.41%"
"15/05/2024","1,285.73","1,278.42","1,290.05","1,277.54","513.66K","1.04%"
"14/05/2024","1,272.48","1,275.78","1,281.40","1,269.78","357.08K","0.33%"
"13/05/2024","1,268.30","1,276.08","1,276.86","1,261.38","410.87K","-0.34%"
"10/05/2024","1,272.61","1,278.46","1,278.94","1,263.03","409.72K","-0.15%"
"09/05/2024","1,274.49","1,281.95","1,284.90","1,269.56","444.25K","-0.30%"
"08/05/2024","1,278.35","1,270.62","1,278.35","1,262.59","563.55K","0.11%"
"07/05/2024","1,276.92","1,272.71","1,277.78","1,265.65","409.50K","0.71%"
"06/05/2024","1,267.86","1,254.21","1,267.86","1,249.13","487.69K","1.66%"
"03/05/2024","1,247.16","1,243.26","1,252.17","1,242.45","415.57K","0.53%"
"02/05/2024","1,240.61","1,237.46","1,241.27","1,231.34","373.67K","0.52%"
"26/04/2024","1,234.22","1,221.07","1,239.35","1,219.25","400.43K","0.46%"
"25/04/2024","1,228.52","1,230.77","1,231.77","1,220.91","348.88K","-0.03%"
"24/04/2024","1,228.94","1,203.90","1,231.37","1,202.64","491.51K","2.92%"
"23/04/2024","1,194.03","1,204.10","1,208.09","1,186.19","504.53K","-0.74%"
"22/04/2024","1,202.92","1,196.49","1,208.76","1,193.17","441.10K","1.47%"
"19/04/2024","1,185.51","1,200.62","1,203.76","1,176.17","740.05K","-1.67%"
"17/04/2024","1,205.61","1,227.74","1,233.28","1,205.52","545.51K","-1.78%"
"16/04/2024","1,227.50","1,225.57","1,230.81","1,201.93","885.85K","0.09%"
"15/04/2024","1,226.38","1,288.74","1,292.78","1,226.38","965.39K","-4.89%"
"12/04/2024","1,289.45","1,268.48","1,289.45","1,268.48","497.86K","1.72%"
"11/04/2024","1,267.70","1,266.41","1,272.24","1,257.98","445.93K","-0.05%"
"10/04/2024","1,268.39","1,276.75","1,280.14","1,268.39","440.11K","-0.29%"
"09/04/2024","1,272.10","1,258.15","1,272.10","1,254.25","431.51K","1.24%"
"08/04/2024","1,256.58","1,262.02","1,264.25","1,252.18","531.71K","-0.43%"
"05/04/2024","1,262.07","1,264.98","1,273.00","1,258.71","673.82K","-1.02%"
"04/04/2024","1,275.12","1,282.48","1,286.30","1,273.15","644.82K","-0.55%"
"03/04/2024","1,282.23","1,296.96","1,301.14","1,282.07","716.58K","-1.36%"
"02/04/2024","1,299.88","1,288.63","1,299.88","1,279.30","763.99K","0.29%"
"01/04/2024","1,296.11","1,296.82","1,302.43","1,287.98","596.36K","-0.32%"
"29/03/2024","1,300.31","1,307.69","1,308.11","1,297.61","542.08K","-0.43%"
"28/03/2024","1,305.91","1,300.03","1,308.63","1,299.77","633.08K","0.90%"
"27/03/2024","1,294.21","1,293.73","1,296.63","1,285.51","544.59K","0.22%"
"26/03/2024","1,291.41","1,274.30","1,291.54","1,269.62","615.89K","1.31%"
"25/03/2024","1,274.66","1,289.03","1,294.53","1,270.63","775.29K","-1.13%"
"22/03/2024","1,289.21","1,291.67","1,298.07","1,281.29","901.55K","0.29%"
"21/03/2024","1,285.42","1,274.71","1,285.42","1,270.26","857.62K","1.58%"
"20/03/2024","1,265.41","1,243.86","1,267.10","1,235.28","649.95K","1.88%"
"19/03/2024","1,242.02","1,243.74","1,249.14","1,237.16","598.61K","-0.11%"
"18/03/2024","1,243.39","1,265.05","1,268.66","1,219.48","1.19M","-1.69%"
"15/03/2024","1,264.79","1,266.22","1,272.72","1,253.09","755.61K","-0.22%"
"14/03/2024","1,267.60","1,277.00","1,282.20","1,261.61","739.82K","-0.70%"
"13/03/2024","1,276.48","1,245.66","1,276.48","1,245.66","627.82K","2.50%"
"12/03/2024","1,245.36","1,237.47","1,248.68","1,235.34","573.33K","0.55%"
"11/03/2024","1,238.55","1,251.93","1,257.72","1,235.45","667.33K","-1.06%"
"08/03/2024","1,251.76","1,277.05","1,281.43","1,251.76","972.23K","-1.88%"
"07/03/2024","1,275.78","1,268.15","1,278.45","1,264.37","668.68K","0.62%"
"06/03/2024","1,267.89","1,278.77","1,284.31","1,260.96","674.41K","-0.84%"
"05/03/2024","1,278.67","1,268.80","1,278.67","1,264.41","628.31K","0.86%"
"04/03/2024","1,267.79","1,270.22","1,273.96","1,263.33","781.45K","0.26%"
"01/03/2024","1,264.44","1,260.12","1,265.66","1,255.36","639.41K","0.50%"
"29/02/2024","1,258.09","1,259.38","1,266.27","1,250.02","745.01K","0.18%"
"28/02/2024","1,255.79","1,247.31","1,255.79","1,242.00","646.27K","1.06%"
"27/02/2024","1,242.56","1,234.21","1,242.56","1,231.95","656.70K","1.17%"
"26/02/2024","1,228.15","1,216.09","1,228.89","1,212.60","590.91K","1.06%"
"23/02/2024","1,215.23","1,235.83","1,247.21","1,215.23","988.55K","-1.57%"
"22/02/2024","1,234.58","1,237.19","1,238.55","1,232.24","531.79K","-0.20%"
"21/02/2024","1,237.03","1,236.09","1,242.09","1,229.09","648.91K","0.11%"
"20/02/2024","1,235.71","1,236.52","1,238.17","1,230.37","594.59K","0.12%"
"19/02/2024","1,234.18","1,225.99","1,234.18","1,222.00","727.52K","0.94%"
"16/02/2024","1,222.64","1,221.39","1,223.42","1,217.41","557.79K","0.43%"
"15/02/2024","1,217.39","1,212.74","1,224.67","1,212.74","645.97K","0.51%"
"07/02/2024","1,211.21","1,202.08","1,212.66","1,201.87","484.34K","0.96%"
"06/02/2024","1,199.68","1,199.06","1,202.82","1,197.61","386.17K","0.23%"
"05/02/2024","1,196.90","1,181.54","1,199.55","1,181.31","559.91K","1.48%"
"02/02/2024","1,179.49","1,179.49","1,184.67","1,177.88","544.50K","0.09%"
"01/02/2024","1,178.45","1,170.08","1,180.48","1,169.82","386.22K","0.64%"
"31/01/2024","1,170.92","1,188.02","1,189.15","1,168.87","754.39K","-1.24%"
"30/01/2024","1,185.64","1,180.86","1,186.03","1,180.27","383.18K","0.42%"
"29/01/2024","1,180.69","1,185.06","1,186.32","1,179.73","383.09K","-0.19%"
"26/01/2024","1,182.99","1,180.44","1,184.65","1,180.44","351.29K","0.44%"
"25/01/2024","1,177.84","1,180.19","1,180.19","1,174.24","326.34K","-0.08%"
"24/01/2024","1,178.74","1,181.71","1,187.12","1,177.97","444.20K","-0.35%"
"23/01/2024","1,182.85","1,189.80","1,190.98","1,180.37","422.95K","-0.38%"
"22/01/2024","1,187.37","1,187.68","1,190.55","1,179.82","543.29K","0.31%"
"19/01/2024","1,183.75","1,179.05","1,185.56","1,178.68","458.60K","0.70%"
"18/01/2024","1,175.49","1,170.54","1,176.69","1,168.81","412.83K","0.62%"
"17/01/2024","1,168.28","1,170.12","1,177.61","1,167.68","510.05K","-0.14%"
"16/01/2024","1,169.95","1,155.87","1,169.95","1,153.06","416.17K","0.97%"
"15/01/2024","1,158.72","1,168.08","1,172.31","1,158.72","404.23K","-0.40%"
